model_type,clf,parameters,auc-roc,p_at_5,p_at_10,p_at_20
GB,"GradientBoostingClassifier(init=None, learning_rate=0.5, loss='deviance',
              max_depth=50, max_features=None, max_leaf_nodes=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'subsample': 1.0, 'max_depth': 50, 'n_estimators': 100, 'learning_rate': 0.5}",0.7559572818470203,0.30293333333333333,0.2096,0.18706666666666666
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'penalty': 'l1', 'C': 1e-05}",0.6343565111177227,0.11093333333333333,0.11306666666666666,0.10546666666666667
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'penalty': 'l2', 'C': 1e-05}",0.6418345433995829,0.12906666666666666,0.1224,0.10933333333333334
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'penalty': 'l1', 'C': 0.001}",0.6432451594008268,0.1328,0.12266666666666666,0.10986666666666667
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'penalty': 'l2', 'C': 0.001}",0.6443218028908212,0.13546666666666668,0.12373333333333333,0.1104
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'penalty': 'l1', 'C': 0.1}",0.649429666003563,0.13973333333333332,0.12506666666666666,0.11346666666666666
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'penalty': 'l2', 'C': 0.1}",0.649356164418491,0.1392,0.12506666666666666,0.11346666666666666
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'penalty': 'l1', 'C': 1}",0.6494823588950694,0.13973333333333332,0.12533333333333332,0.11346666666666666
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'penalty': 'l2', 'C': 1}",0.6493673185522078,0.1392,0.12506666666666666,0.11346666666666666
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'penalty': 'l1', 'C': 10}",0.6498190441185977,0.14026666666666668,0.1264,0.11386666666666667
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'penalty': 'l2', 'C': 10}",0.6493680879964773,0.1392,0.12506666666666666,0.11346666666666666
NB,GaussianNB(),{},0.6630105427007253,0.22666666666666666,0.1656,0.12773333333333334
